date,max_dew_point_v,max_dew_point_s,max_dew_point_c,max_dew_point_d,max_relative_humidity_v,max_relative_humidity_s,max_relative_humidity_c,max_relative_humidity_d,max_temperature_v,max_temperature_s,max_temperature_c,max_temperature_d,max_wind_speed_v,max_wind_speed_s,max_wind_speed_c,max_wind_speed_d,min_dew_point_v,min_dew_point_s,min_dew_point_c,min_dew_point_d,min_relative_humidity_v,min_relative_humidity_s,min_relative_humidity_c,min_relative_humidity_d,min_temperature_v,min_temperature_s,min_temperature_c,min_temperature_d,min_wind_speed_v,min_wind_speed_s,min_wind_speed_c,min_wind_speed_d,precipitation_v,precipitation_s,precipitation_c,precipitation_d,rain_v,rain_s,rain_c,rain_d,snow_v,snow_s,snow_c,snow_d,snow_on_ground_v,snow_on_ground_s,snow_on_ground_c,snow_on_ground_d,solar_radiation_v,solar_radiation_s,solar_radiation_c,solar_radiation_d
2022-10-05,9.79,4.49,450,"1992-09-28 2021-10-12",94.38,4.84,450,"1992-09-28 2021-10-12",13.58,4.28,450,"1992-09-28 2021-10-12",34.2,10.7,450,"1992-09-28 2021-10-12",4.05,4.3,450,"1992-09-28 2021-10-12",67.68,14.01,450,"1992-09-28 2021-10-12",5.95,3.64,450,"1992-09-28 2021-10-12",8.64,7.36,450,"1992-09-28 2021-10-12",4.25,8.26,449,"1992-09-28 2021-10-12",4.25,8.26,449,"1992-09-28 2021-10-12",0,0.02,450,"1992-09-28 2021-10-12",0,0,297,"1992-09-28 2011-10-12",,,,
2022-10-04,10.1,4.4,450,"1992-09-27 2021-10-11",94.47,4.9,450,"1992-09-27 2021-10-11",13.89,4.22,450,"1992-09-27 2021-10-11",34.13,10.62,450,"1992-09-27 2021-10-11",4.32,4.27,450,"1992-09-27 2021-10-11",67.91,14.17,450,"1992-09-27 2021-10-11",6.16,3.59,450,"1992-09-27 2021-10-11",8.69,7.24,450,"1992-09-27 2021-10-11",4.28,8.15,449,"1992-09-27 2021-10-11",4.27,8.15,449,"1992-09-27 2021-10-11",0,0.02,450,"1992-09-27 2021-10-11",0,0,296,"1992-09-27 2011-10-11",,,,
2022-10-03,10.17,4.33,450,"1992-09-26 2021-10-10",94.38,5.13,450,"1992-09-26 2021-10-10",14.04,4.18,450,"1992-09-26 2021-10-10",33.97,10.37,450,"1992-09-26 2021-10-10",4.49,4.2,450,"1992-09-26 2021-10-10",67.96,14.35,450,"1992-09-26 2021-10-10",6.34,3.54,450,"1992-09-26 2021-10-10",8.7,7.14,450,"1992-09-26 2021-10-10",4.27,8.58,449,"1992-09-26 2021-10-10",4.26,8.58,449,"1992-09-26 2021-10-10",0,0.02,450,"1992-09-26 2021-10-10",0,0,295,"1992-09-26 2011-10-10",,,,
2022-10-02,10.24,4.35,450,"1992-09-25 2021-10-09",94.34,5.22,450,"1992-09-25 2021-10-09",14.17,4.15,450,"1992-09-25 2021-10-09",33.75,10.48,450,"1992-09-25 2021-10-09",4.58,4.18,450,"1992-09-25 2021-10-09",67.78,14.5,450,"1992-09-25 2021-10-09",6.4,3.53,450,"1992-09-25 2021-10-09",8.64,7.14,450,"1992-09-25 2021-10-09",4.14,8.47,449,"1992-09-25 2021-10-09",4.14,8.47,449,"1992-09-25 2021-10-09",0,0.02,450,"1992-09-25 2021-10-09",0,0,294,"1992-09-25 2011-10-09",,,,
2022-10-01,10.55,4.37,450,"1992-09-24 2021-10-08",94.38,5.17,450,"1992-09-24 2021-10-08",14.45,4.07,450,"1992-09-24 2021-10-08",33.73,10.51,450,"1992-09-24 2021-10-08",4.74,4.24,450,"1992-09-24 2021-10-08",67.77,14.42,450,"1992-09-24 2021-10-08",6.54,3.58,450,"1992-09-24 2021-10-08",8.52,6.89,450,"1992-09-24 2021-10-08",4.13,8.35,449,"1992-09-24 2021-10-08",4.13,8.35,449,"1992-09-24 2021-10-08",0,0.02,450,"1992-09-24 2021-10-08",0,0,293,"1992-09-24 2011-10-08",,,,
2022-09-30,10.75,4.38,450,"1992-09-23 2021-10-07",94.35,5.21,450,"1992-09-23 2021-10-07",14.75,4.06,450,"1992-09-23 2021-10-07",33.73,10.79,450,"1992-09-23 2021-10-07",4.99,4.24,450,"1992-09-23 2021-10-07",67.6,14.46,450,"1992-09-23 2021-10-07",6.8,3.63,450,"1992-09-23 2021-10-07",8.5,6.95,450,"1992-09-23 2021-10-07",4.06,8.41,449,"1992-09-23 2021-10-07",4.06,8.41,449,"1992-09-23 2021-10-07",0,0.02,450,"1992-09-23 2021-10-07",0,0,292,"1992-09-23 2011-10-07",,,,
2022-09-29,10.95,4.29,450,"1992-09-22 2021-10-06",94.31,5.2,450,"1992-09-22 2021-10-06",15.05,4.02,450,"1992-09-22 2021-10-06",33.69,10.73,450,"1992-09-22 2021-10-06",5.2,4.22,450,"1992-09-22 2021-10-06",67.32,14.52,450,"1992-09-22 2021-10-06",7.04,3.61,450,"1992-09-22 2021-10-06",8.7,6.96,450,"1992-09-22 2021-10-06",3.84,8.31,448,"1992-09-22 2021-10-06",3.84,8.31,448,"1992-09-22 2021-10-06",0,0.01,449,"1992-09-22 2021-10-06",0,0,291,"1992-09-22 2011-10-06",,,,
2022-09-28,11.12,4.26,450,"1992-09-21 2021-10-05",94.34,5.14,450,"1992-09-21 2021-10-05",15.27,3.96,450,"1992-09-21 2021-10-05",33.76,10.98,450,"1992-09-21 2021-10-05",5.37,4.14,450,"1992-09-21 2021-10-05",67.63,14.39,450,"1992-09-21 2021-10-05",7.19,3.59,450,"1992-09-21 2021-10-05",8.8,7.01,450,"1992-09-21 2021-10-05",3.86,8.69,448,"1992-09-21 2021-10-05",3.86,8.69,448,"1992-09-21 2021-10-05",0,0.01,449,"1992-09-21 2021-10-05",0,0,290,"1992-09-21 2011-10-05",,,,
2022-09-27,11.24,4.25,450,"1992-09-20 2021-10-04",94.32,5.16,450,"1992-09-20 2021-10-04",15.44,3.97,450,"1992-09-20 2021-10-04",33.56,11,450,"1992-09-20 2021-10-04",5.43,4.13,450,"1992-09-20 2021-10-04",67.29,14.29,450,"1992-09-20 2021-10-04",7.28,3.6,450,"1992-09-20 2021-10-04",8.82,7.12,450,"1992-09-20 2021-10-04",3.91,8.8,448,"1992-09-20 2021-10-04",3.91,8.8,448,"1992-09-20 2021-10-04",0,0.01,449,"1992-09-20 2021-10-04",0,0,289,"1992-09-20 2011-10-04",,,,
2022-09-26,11.42,4.22,450,"1992-09-19 2021-10-03",94.4,5.11,450,"1992-09-19 2021-10-03",15.7,3.91,450,"1992-09-19 2021-10-03",33.7,11.08,450,"1992-09-19 2021-10-03",5.53,4.1,450,"1992-09-19 2021-10-03",67.21,14.39,450,"1992-09-19 2021-10-03",7.36,3.57,450,"1992-09-19 2021-10-03",8.74,6.92,450,"1992-09-19 2021-10-03",4.37,10.59,448,"1992-09-19 2021-10-03",4.37,10.59,448,"1992-09-19 2021-10-03",0,0.01,449,"1992-09-19 2021-10-03",0,0,288,"1992-09-19 2011-10-03",,,,
2022-09-25,11.53,4.18,450,"1992-09-18 2021-10-02",94.41,5.14,450,"1992-09-18 2021-10-02",15.82,3.91,450,"1992-09-18 2021-10-02",33.54,11.11,450,"1992-09-18 2021-10-02",5.67,4.09,450,"1992-09-18 2021-10-02",67.4,14.47,450,"1992-09-18 2021-10-02",7.46,3.6,450,"1992-09-18 2021-10-02",8.52,6.84,450,"1992-09-18 2021-10-02",4.49,10.6,448,"1992-09-18 2021-10-02",4.49,10.6,448,"1992-09-18 2021-10-02",0,0.01,449,"1992-09-18 2021-10-02",0,0,287,"1992-09-18 2011-10-02",,,,
2022-09-24,11.53,4.11,450,"1992-09-17 2021-10-01",94.33,5.24,450,"1992-09-17 2021-10-01",15.91,3.84,450,"1992-09-17 2021-10-01",33.49,11.32,450,"1992-09-17 2021-10-01",5.65,4.01,450,"1992-09-17 2021-10-01",66.85,14.47,450,"1992-09-17 2021-10-01",7.48,3.56,450,"1992-09-17 2021-10-01",8.5,6.9,450,"1992-09-17 2021-10-01",4.36,10.43,448,"1992-09-17 2021-10-01",4.36,10.43,448,"1992-09-17 2021-10-01",0,0.01,449,"1992-09-17 2021-10-01",0,0,286,"1992-09-17 2011-10-01",,,,
2022-09-23,11.58,4.06,450,"1992-09-16 2021-09-30",94.29,5.29,450,"1992-09-16 2021-09-30",15.95,3.84,450,"1992-09-16 2021-09-30",33.6,11.35,450,"1992-09-16 2021-09-30",5.7,3.96,450,"1992-09-16 2021-09-30",66.9,14.45,450,"1992-09-16 2021-09-30",7.49,3.48,450,"1992-09-16 2021-09-30",8.42,6.85,450,"1992-09-16 2021-09-30",4.39,10.45,448,"1992-09-16 2021-09-30",4.39,10.45,448,"1992-09-16 2021-09-30",0,0.01,449,"1992-09-16 2021-09-30",0,0,285,"1992-09-16 2010-09-30",,,,
2022-09-22,11.7,4,450,"1992-09-15 2021-09-29",94.26,5.21,450,"1992-09-15 2021-09-29",16.11,3.84,450,"1992-09-15 2021-09-29",33.54,11.22,450,"1992-09-15 2021-09-29",5.77,3.92,450,"1992-09-15 2021-09-29",66.79,14.58,450,"1992-09-15 2021-09-29",7.58,3.44,450,"1992-09-15 2021-09-29",8.3,6.81,450,"1992-09-15 2021-09-29",4.49,10.89,448,"1992-09-15 2021-09-29",4.49,10.89,448,"1992-09-15 2021-09-29",0,0.01,449,"1992-09-15 2021-09-29",0,0,285,"1992-09-15 2010-09-29",,,,
2022-09-21,11.72,4,450,"1992-09-14 2021-09-28",94.19,5.23,450,"1992-09-14 2021-09-28",16.25,3.89,450,"1992-09-14 2021-09-28",33.46,11.18,450,"1992-09-14 2021-09-28",5.86,3.9,450,"1992-09-14 2021-09-28",66.45,14.55,450,"1992-09-14 2021-09-28",7.68,3.45,450,"1992-09-14 2021-09-28",8.2,6.67,450,"1992-09-14 2021-09-28",4.56,11.17,449,"1992-09-14 2021-09-28",4.57,11.18,448,"1992-09-14 2021-09-28",0,0.01,448,"1992-09-14 2021-09-28",0,0,285,"1992-09-14 2010-09-28",,,,
2022-09-20,11.79,4.01,450,"1992-09-13 2021-09-27",94.1,5.38,450,"1992-09-13 2021-09-27",16.39,3.94,450,"1992-09-13 2021-09-27",33.46,11.21,450,"1992-09-13 2021-09-27",6,3.93,450,"1992-09-13 2021-09-27",66.21,14.74,450,"1992-09-13 2021-09-27",7.83,3.45,450,"1992-09-13 2021-09-27",8.16,6.75,450,"1992-09-13 2021-09-27",4.61,11.36,449,"1992-09-13 2021-09-27",4.62,11.37,448,"1992-09-13 2021-09-27",0,0.01,448,"1992-09-13 2021-09-27",0,0,285,"1992-09-13 2010-09-27",,,,
2022-09-19,11.96,4.03,450,"1992-09-12 2021-09-26",94.14,5.35,450,"1992-09-12 2021-09-26",16.58,3.92,450,"1992-09-12 2021-09-26",33.65,11.38,450,"1992-09-12 2021-09-26",6.17,3.95,450,"1992-09-12 2021-09-26",66.1,14.85,450,"1992-09-12 2021-09-26",8.02,3.47,450,"1992-09-12 2021-09-26",8.32,6.89,450,"1992-09-12 2021-09-26",4.7,11.64,449,"1992-09-12 2021-09-26",4.71,11.65,448,"1992-09-12 2021-09-26",0,0.01,448,"1992-09-12 2021-09-26",0,0,285,"1992-09-12 2010-09-26",,,,
2022-09-18,12.25,4.01,450,"1992-09-11 2021-09-25",94.35,5.18,450,"1992-09-11 2021-09-25",16.82,3.92,450,"1992-09-11 2021-09-25",34.12,12.1,450,"1992-09-11 2021-09-25",6.42,3.98,450,"1992-09-11 2021-09-25",66.22,14.98,450,"1992-09-11 2021-09-25",8.21,3.5,450,"1992-09-11 2021-09-25",8.43,7.01,450,"1992-09-11 2021-09-25",4.81,11.65,449,"1992-09-11 2021-09-25",4.82,11.66,448,"1992-09-11 2021-09-25",0,0,448,"1992-09-11 2021-09-25",0,0,285,"1992-09-11 2010-09-25",,,,
2022-09-17,12.54,3.89,450,"1992-09-10 2021-09-24",94.55,5.06,450,"1992-09-10 2021-09-24",17.07,3.91,450,"1992-09-10 2021-09-24",34.16,11.88,450,"1992-09-10 2021-09-24",6.73,3.96,450,"1992-09-10 2021-09-24",66.75,15.13,450,"1992-09-10 2021-09-24",8.48,3.49,450,"1992-09-10 2021-09-24",8.46,6.97,450,"1992-09-10 2021-09-24",5.2,12.21,449,"1992-09-10 2021-09-24",5.22,12.23,448,"1992-09-10 2021-09-24",0,0,448,"1992-09-10 2021-09-24",0,0,285,"1992-09-10 2010-09-24",,,,
2022-09-16,12.59,3.82,450,"1992-09-09 2021-09-23",94.63,5.03,450,"1992-09-09 2021-09-23",17.2,3.93,450,"1992-09-09 2021-09-23",33.72,11.83,450,"1992-09-09 2021-09-23",6.93,3.86,450,"1992-09-09 2021-09-23",66.88,15.14,450,"1992-09-09 2021-09-23",8.65,3.41,450,"1992-09-09 2021-09-23",8.25,6.92,450,"1992-09-09 2021-09-23",5.28,12.5,449,"1992-09-09 2021-09-23",5.29,12.51,448,"1992-09-09 2021-09-23",0,0,448,"1992-09-09 2021-09-23",0,0,285,"1992-09-09 2010-09-23",,,,
2022-09-15,12.73,3.75,450,"1992-09-08 2021-09-22",94.68,4.97,450,"1992-09-08 2021-09-22",17.29,3.92,450,"1992-09-08 2021-09-22",33.55,11.74,450,"1992-09-08 2021-09-22",7.01,3.8,450,"1992-09-08 2021-09-22",66.94,15.04,450,"1992-09-08 2021-09-22",8.71,3.39,450,"1992-09-08 2021-09-22",8.15,6.81,450,"1992-09-08 2021-09-22",5.02,12.17,449,"1992-09-08 2021-09-22",5.03,12.19,448,"1992-09-08 2021-09-22",0,0,448,"1992-09-08 2021-09-22",0,0,285,"1992-09-08 2010-09-22",,,,
2022-09-14,12.86,3.76,450,"1992-09-07 2021-09-21",94.74,4.91,450,"1992-09-07 2021-09-21",17.4,3.93,450,"1992-09-07 2021-09-21",33.64,11.68,450,"1992-09-07 2021-09-21",7.14,3.84,450,"1992-09-07 2021-09-21",67.19,15.19,450,"1992-09-07 2021-09-21",8.81,3.44,450,"1992-09-07 2021-09-21",7.89,6.72,450,"1992-09-07 2021-09-21",5.2,12.28,450,"1992-09-07 2021-09-21",5.21,12.3,449,"1992-09-07 2021-09-21",0,0,449,"1992-09-07 2021-09-21",0,0,285,"1992-09-07 2010-09-21",,,,
2022-09-13,12.97,3.72,450,"1992-09-06 2021-09-20",94.77,4.85,450,"1992-09-06 2021-09-20",17.58,3.94,450,"1992-09-06 2021-09-20",33.48,11.44,450,"1992-09-06 2021-09-20",7.27,3.83,450,"1992-09-06 2021-09-20",66.66,15.4,450,"1992-09-06 2021-09-20",8.95,3.43,450,"1992-09-06 2021-09-20",7.83,6.71,450,"1992-09-06 2021-09-20",5.02,11.84,450,"1992-09-06 2021-09-20",5.05,11.86,448,"1992-09-06 2021-09-20",0,0,448,"1992-09-06 2021-09-20",0,0,285,"1992-09-06 2010-09-20",,,,
2022-09-12,13.15,3.73,450,"1992-09-05 2021-09-19",94.86,4.69,450,"1992-09-05 2021-09-19",17.79,3.94,450,"1992-09-05 2021-09-19",33.57,11.6,450,"1992-09-05 2021-09-19",7.49,3.82,450,"1992-09-05 2021-09-19",66.63,15.48,450,"1992-09-05 2021-09-19",9.11,3.4,450,"1992-09-05 2021-09-19",7.85,6.67,450,"1992-09-05 2021-09-19",5.06,11.83,450,"1992-09-05 2021-09-19",5.08,11.85,448,"1992-09-05 2021-09-19",0,0,448,"1992-09-05 2021-09-19",0,0,285,"1992-09-05 2010-09-19",,,,
2022-09-11,13.28,3.75,450,"1992-09-04 2021-09-18",94.85,4.66,450,"1992-09-04 2021-09-18",17.92,4.01,450,"1992-09-04 2021-09-18",33.39,11.39,450,"1992-09-04 2021-09-18",7.72,3.81,450,"1992-09-04 2021-09-18",66.64,15.37,450,"1992-09-04 2021-09-18",9.34,3.41,450,"1992-09-04 2021-09-18",7.92,6.8,450,"1992-09-04 2021-09-18",4.57,10.29,450,"1992-09-04 2021-09-18",4.59,10.31,448,"1992-09-04 2021-09-18",0,0,448,"1992-09-04 2021-09-18",0,0,285,"1992-09-04 2010-09-18",,,,
2022-09-10,13.33,3.74,450,"1992-09-03 2021-09-17",94.8,4.74,450,"1992-09-03 2021-09-17",18.13,4.01,450,"1992-09-03 2021-09-17",33.24,11.29,450,"1992-09-03 2021-09-17",7.8,3.79,450,"1992-09-03 2021-09-17",66.01,15.44,450,"1992-09-03 2021-09-17",9.45,3.35,450,"1992-09-03 2021-09-17",7.98,6.84,450,"1992-09-03 2021-09-17",4.21,10.09,450,"1992-09-03 2021-09-17",4.23,10.11,448,"1992-09-03 2021-09-17",0,0,448,"1992-09-03 2021-09-17",0,0,285,"1992-09-03 2010-09-17",,,,
2022-09-09,13.45,3.68,450,"1992-09-02 2021-09-16",94.91,4.62,450,"1992-09-02 2021-09-16",18.2,4.01,450,"1992-09-02 2021-09-16",33,11.08,450,"1992-09-02 2021-09-16",7.9,3.77,450,"1992-09-02 2021-09-16",66.23,15.66,450,"1992-09-02 2021-09-16",9.54,3.31,450,"1992-09-02 2021-09-16",7.88,6.78,450,"1992-09-02 2021-09-16",4.18,10.01,450,"1992-09-02 2021-09-16",4.2,10.03,448,"1992-09-02 2021-09-16",0,0,448,"1992-09-02 2021-09-16",0,0,285,"1992-09-02 2010-09-16",,,,
2022-09-08,13.5,3.65,450,"1992-09-01 2021-09-15",94.96,4.55,450,"1992-09-01 2021-09-15",18.28,3.93,450,"1992-09-01 2021-09-15",32.78,11.02,450,"1992-09-01 2021-09-15",8.02,3.75,450,"1992-09-01 2021-09-15",66.18,15.58,450,"1992-09-01 2021-09-15",9.62,3.28,450,"1992-09-01 2021-09-15",7.68,6.67,450,"1992-09-01 2021-09-15",4.12,9.96,450,"1992-09-01 2021-09-15",4.14,9.98,448,"1992-09-01 2021-09-15",0,0,448,"1992-09-01 2021-09-15",0,0,285,"1992-09-01 2010-09-15",,,,
2022-09-07,13.55,3.64,450,"1992-08-31 2021-09-14",95.03,4.48,450,"1992-08-31 2021-09-14",18.29,3.91,450,"1992-08-31 2021-09-14",32.88,11.04,450,"1992-08-31 2021-09-14",8.13,3.7,450,"1992-08-31 2021-09-14",66.41,15.46,450,"1992-08-31 2021-09-14",9.71,3.3,450,"1992-08-31 2021-09-14",7.72,6.66,450,"1992-08-31 2021-09-14",4.18,9.75,450,"1992-08-31 2021-09-14",4.17,9.76,447,"1992-08-31 2021-09-14",0,0,447,"1992-08-31 2021-09-14",0,0,286,"1992-08-31 2011-08-31",,,,
2022-09-06,13.68,3.61,450,"1992-08-30 2021-09-13",95.09,4.39,450,"1992-08-30 2021-09-13",18.35,3.82,450,"1992-08-30 2021-09-13",33,11.09,450,"1992-08-30 2021-09-13",8.16,3.63,450,"1992-08-30 2021-09-13",66.48,15.52,450,"1992-08-30 2021-09-13",9.74,3.22,450,"1992-08-30 2021-09-13",7.73,6.59,450,"1992-08-30 2021-09-13",4.34,9.69,450,"1992-08-30 2021-09-13",4.32,9.69,448,"1992-08-30 2021-09-13",0,0,448,"1992-08-30 2021-09-13",0,0,287,"1992-08-30 2011-08-31",,,,
2022-09-05,13.77,3.58,450,"1992-08-29 2021-09-12",95.18,4.3,450,"1992-08-29 2021-09-12",18.43,3.79,450,"1992-08-29 2021-09-12",32.69,11.08,450,"1992-08-29 2021-09-12",8.28,3.64,450,"1992-08-29 2021-09-12",66.7,15.36,450,"1992-08-29 2021-09-12",9.85,3.25,450,"1992-08-29 2021-09-12",7.69,6.58,450,"1992-08-29 2021-09-12",4.35,9.64,450,"1992-08-29 2021-09-12",4.33,9.64,448,"1992-08-29 2021-09-12",0,0,448,"1992-08-29 2021-09-12",0,0,288,"1992-08-29 2011-08-31",,,,
2022-09-04,13.88,3.56,450,"1992-08-28 2021-09-11",95.19,4.34,450,"1992-08-28 2021-09-11",18.56,3.82,450,"1992-08-28 2021-09-11",32.3,10.91,450,"1992-08-28 2021-09-11",8.42,3.62,450,"1992-08-28 2021-09-11",66.69,15.11,450,"1992-08-28 2021-09-11",9.99,3.25,450,"1992-08-28 2021-09-11",7.51,6.5,450,"1992-08-28 2021-09-11",4.15,9.18,450,"1992-08-28 2021-09-11",4.13,9.18,448,"1992-08-28 2021-09-11",0,0,448,"1992-08-28 2021-09-11",0,0,289,"1992-08-28 2011-08-31",,,,
2022-09-03,13.97,3.5,450,"1992-08-27 2021-09-10",95.14,4.3,450,"1992-08-27 2021-09-10",18.68,3.79,450,"1992-08-27 2021-09-10",31.79,10,450,"1992-08-27 2021-09-10",8.49,3.58,450,"1992-08-27 2021-09-10",66.56,14.95,450,"1992-08-27 2021-09-10",10.12,3.2,450,"1992-08-27 2021-09-10",7.49,6.5,450,"1992-08-27 2021-09-10",3.93,8.65,450,"1992-08-27 2021-09-10",3.91,8.64,448,"1992-08-27 2021-09-10",0,0,448,"1992-08-27 2021-09-10",0,0,290,"1992-08-27 2011-08-31",,,,
2022-09-02,13.99,3.44,450,"1992-08-26 2021-09-09",95.05,4.35,450,"1992-08-26 2021-09-09",18.78,3.75,450,"1992-08-26 2021-09-09",31.78,10.12,450,"1992-08-26 2021-09-09",8.55,3.56,450,"1992-08-26 2021-09-09",66.1,14.92,450,"1992-08-26 2021-09-09",10.23,3.17,450,"1992-08-26 2021-09-09",7.66,6.54,450,"1992-08-26 2021-09-09",3.61,7.92,450,"1992-08-26 2021-09-09",3.58,7.91,448,"1992-08-26 2021-09-09",0,0,448,"1992-08-26 2021-09-09",0,0,291,"1992-08-26 2011-08-31",,,,
2022-09-01,14.1,3.41,450,"1992-08-25 2021-09-08",95.02,4.3,450,"1992-08-25 2021-09-08",18.92,3.7,450,"1992-08-25 2021-09-08",31.87,10.01,450,"1992-08-25 2021-09-08",8.61,3.51,450,"1992-08-25 2021-09-08",65.93,15.09,450,"1992-08-25 2021-09-08",10.33,3.13,450,"1992-08-25 2021-09-08",7.79,6.6,450,"1992-08-25 2021-09-08",3.61,7.75,450,"1992-08-25 2021-09-08",3.59,7.74,448,"1992-08-25 2021-09-08",0,0,448,"1992-08-25 2021-09-08",0,0,292,"1992-08-25 2011-08-31",,,,
2022-08-31,14.2,3.46,450,"1992-08-24 2021-09-07",95.02,4.31,450,"1992-08-24 2021-09-07",19.1,3.74,450,"1992-08-24 2021-09-07",31.59,9.94,450,"1992-08-24 2021-09-07",8.74,3.55,450,"1992-08-24 2021-09-07",65.71,15.25,450,"1992-08-24 2021-09-07",10.46,3.18,450,"1992-08-24 2021-09-07",7.9,6.68,450,"1992-08-24 2021-09-07",3.69,7.9,450,"1992-08-24 2021-09-07",3.67,7.89,448,"1992-08-24 2021-09-07",0,0,448,"1992-08-24 2021-09-07",0,0,293,"1992-08-24 2011-08-31",,,,
2022-08-30,14.35,3.47,450,"1992-08-23 2021-09-06",95.12,4.29,450,"1992-08-23 2021-09-06",19.27,3.79,450,"1992-08-23 2021-09-06",31.28,9.72,450,"1992-08-23 2021-09-06",8.98,3.57,450,"1992-08-23 2021-09-06",65.8,15.14,450,"1992-08-23 2021-09-06",10.65,3.2,450,"1992-08-23 2021-09-06",8,6.7,450,"1992-08-23 2021-09-06",3.74,7.93,450,"1992-08-23 2021-09-06",3.72,7.92,448,"1992-08-23 2021-09-06",0,0,448,"1992-08-23 2021-09-06",0,0,294,"1992-08-23 2011-08-31",,,,
2022-08-29,14.5,3.4,450,"1992-08-22 2021-09-05",95.11,4.26,450,"1992-08-22 2021-09-05",19.44,3.83,450,"1992-08-22 2021-09-05",31.15,9.58,450,"1992-08-22 2021-09-05",9.22,3.53,450,"1992-08-22 2021-09-05",66.11,15,450,"1992-08-22 2021-09-05",10.86,3.2,450,"1992-08-22 2021-09-05",8.1,6.68,450,"1992-08-22 2021-09-05",3.8,7.97,450,"1992-08-22 2021-09-05",3.77,7.95,449,"1992-08-22 2021-09-05",0,0,449,"1992-08-22 2021-09-05",0,0,295,"1992-08-22 2011-08-31",,,,
2022-08-28,14.53,3.35,450,"1992-08-21 2021-09-04",95.06,4.3,450,"1992-08-21 2021-09-04",19.53,3.78,450,"1992-08-21 2021-09-04",30.91,9.45,450,"1992-08-21 2021-09-04",9.35,3.5,450,"1992-08-21 2021-09-04",66.09,15.06,450,"1992-08-21 2021-09-04",11,3.21,450,"1992-08-21 2021-09-04",8.05,6.71,450,"1992-08-21 2021-09-04",3.54,7.61,450,"1992-08-21 2021-09-04",3.51,7.59,449,"1992-08-21 2021-09-04",0,0,449,"1992-08-21 2021-09-04",0,0,296,"1992-08-21 2011-08-31",,,,
2022-08-27,14.6,3.27,450,"1992-08-20 2021-09-03",95.16,4.25,450,"1992-08-20 2021-09-03",19.58,3.75,450,"1992-08-20 2021-09-03",30.66,9.52,450,"1992-08-20 2021-09-03",9.41,3.49,450,"1992-08-20 2021-09-03",66.26,15.17,450,"1992-08-20 2021-09-03",11.08,3.19,450,"1992-08-20 2021-09-03",7.97,6.52,450,"1992-08-20 2021-09-03",3.55,7.6,450,"1992-08-20 2021-09-03",3.52,7.58,449,"1992-08-20 2021-09-03",0,0,449,"1992-08-20 2021-09-03",0,0,297,"1992-08-20 2011-08-31",,,,
2022-08-26,14.75,3.19,450,"1992-08-19 2021-09-02",95.21,4.15,450,"1992-08-19 2021-09-02",19.67,3.72,450,"1992-08-19 2021-09-02",30.72,9.64,450,"1992-08-19 2021-09-02",9.6,3.43,450,"1992-08-19 2021-09-02",66.68,15.05,450,"1992-08-19 2021-09-02",11.21,3.15,450,"1992-08-19 2021-09-02",7.9,6.57,450,"1992-08-19 2021-09-02",3.64,7.68,450,"1992-08-19 2021-09-02",3.61,7.66,449,"1992-08-19 2021-09-02",0,0,449,"1992-08-19 2021-09-02",0,0,298,"1992-08-19 2011-08-31",,,,
2022-08-25,14.91,3.14,450,"1992-08-18 2021-09-01",95.24,4.09,450,"1992-08-18 2021-09-01",19.87,3.75,450,"1992-08-18 2021-09-01",30.84,9.68,450,"1992-08-18 2021-09-01",9.82,3.38,450,"1992-08-18 2021-09-01",66.65,15.04,450,"1992-08-18 2021-09-01",11.42,3.12,450,"1992-08-18 2021-09-01",8.05,6.62,450,"1992-08-18 2021-09-01",3.73,7.75,450,"1992-08-18 2021-09-01",3.7,7.73,449,"1992-08-18 2021-09-01",0,0,449,"1992-08-18 2021-09-01",0,0,299,"1992-08-18 2011-08-31",,,,
2022-08-24,15.01,3.1,450,"1992-08-17 2021-08-31",95.18,4.21,450,"1992-08-17 2021-08-31",20.05,3.8,450,"1992-08-17 2021-08-31",30.8,9.62,450,"1992-08-17 2021-08-31",9.91,3.34,450,"1992-08-17 2021-08-31",66.2,15.13,450,"1992-08-17 2021-08-31",11.61,3.08,450,"1992-08-17 2021-08-31",8.17,6.63,450,"1992-08-17 2021-08-31",3.69,7.7,450,"1992-08-17 2021-08-31",3.66,7.69,449,"1992-08-17 2021-08-31",0,0,449,"1992-08-17 2021-08-31",0,0,300,"1992-08-17 2011-08-31",,,,
2022-08-23,15.08,3.09,450,"1992-08-16 2021-08-30",95.03,4.42,450,"1992-08-16 2021-08-30",20.25,3.79,450,"1992-08-16 2021-08-30",30.34,9.4,450,"1992-08-16 2021-08-30",9.98,3.32,450,"1992-08-16 2021-08-30",65.67,15.02,450,"1992-08-16 2021-08-30",11.7,3.01,450,"1992-08-16 2021-08-30",8.07,6.6,450,"1992-08-16 2021-08-30",3.41,7.32,450,"1992-08-16 2021-08-30",3.41,7.32,450,"1992-08-16 2021-08-30",0,0,450,"1992-08-16 2021-08-30",0,0,300,"1992-08-16 2011-08-30",,,,
